party,timestamp,amount,counterparty,communication
166,2024-05-17 06:40:35,9569.82,570,payback
A52,2023-03-15 17:44:00,3067.11,709,/B/
324,2023-05-07 13:09:57,8117.03,279,bonus
A58,2024-06-19 09:32:17,8549.2,A376,7559583982
A179,2022-06-24 03:13:52,934.55,A226,0956462956
A110,2024-04-05 14:35:57,4393.56,A2,8554436449
A157,2022-11-11 17:18:56,2261.02,A391,7908876883
A344,2023-06-13 16:02:43,5135.57,963,/C/
A298,2024-05-28 21:11:54,9957.45,A51,6971576289
30,2024-06-08 03:53:29,3024.17,407,beers
344,2022-07-13 06:47:54,7171.81,744,fries
A398,2023-01-15 13:43:06,886.27,A269,6264778809
727,2024-01-13 18:14:51,9183.82,851,savings
A196,2023-08-22 20:54:23,7996.87,A214,1772002319
A24,2023-11-15 07:49:15,2359.97,164,/A/
A47,2023-03-03 20:46:35,220.17,A394,4501624440
27,2024-04-03 08:42:21,9861.71,632,rent
A66,2023-10-27 18:20:19,2280.61,898,/A/
165,2024-05-15 23:04:25,3033.13,309,beers
A115,2023-09-03 19:29:01,8136.71,A28,5696058082
951,2023-11-12 02:48:42,8099.51,59,rent
A291,2022-08-05 19:10:17,3985.25,616,/A/
292,2023-06-16 22:53:46,6817.15,402,beers
338,2022-09-16 23:10:18,5794.16,951,bonus
A130,2023-05-09 06:51:23,3415.85,845,/A/
1,2024-04-27 06:17:30,1450.65,966,fries
A230,2023-04-17 22:38:59,5324.4,827,/B/
472,2024-01-17 02:41:26,9821.12,719,rent
A337,2022-08-06 22:08:08,9644.9,824,/A/
A3,2023-06-13 14:16:59,9500.37,517,/A/
A144,2023-03-12 14:00:06,8389.87,992,/B/
A154,2024-03-23 00:15:46,5999.16,594,/C/
A45,2022-07-02 09:29:43,437.73,A191,8488825812
58,2022-09-26 14:08:29,7675.82,773,fries
191,2022-12-12 08:37:27,6599.11,974,savings
A385,2023-01-03 21:34:47,1638.25,519,/A/
A142,2023-09-18 14:09:59,6439.98,108,/B/
A175,2022-09-17 06:06:27,5144.27,38,/B/
A227,2023-07-14 22:00:45,3500.38,194,/A/
A276,2022-08-19 15:58:41,2296.48,A174,1552974286
479,2023-07-21 15:02:13,4112.11,119,fries
A23,2023-10-26 14:13:12,6035.22,177,/A/
A362,2023-04-24 20:23:13,9750.55,387,/C/
A359,2023-03-24 05:04:31,1490.17,457,/C/
A32,2023-01-29 12:22:48,7322.71,A281,9707947205
A69,2023-03-05 01:40:13,9028.39,607,/A/
A238,2023-09-04 04:47:54,7328.12,A181,0863927769
A327,2023-07-16 23:53:16,7914.96,575,/B/
192,2023-11-06 15:12:12,7959.73,127,rent
647,2024-05-09 22:16:04,1657.4,47,payback
A278,2022-12-14 12:31:34,6568.61,761,/B/
A344,2024-05-06 08:36:49,8100.03,5,/C/
408,2024-01-16 00:13:51,2511.58,425,payback
A166,2023-10-24 23:17:06,5967.69,505,/A/
A54,2023-05-04 20:21:53,2841.01,528,/B/
433,2023-11-15 01:39:15,2272.61,256,beers
A202,2024-06-15 00:11:16,2284.4,894,/B/
A396,2024-03-25 18:31:06,1768.73,A63,9634610875
A267,2022-10-09 02:20:46,6858.05,403,/A/
A214,2022-11-27 05:40:47,4454.7,957,/A/
A44,2022-11-21 07:32:32,9998.92,170,/B/
A246,2023-12-26 10:29:51,354.78,730,/C/
969,2023-08-29 12:35:07,9210.16,156,savings
A354,2023-03-01 09:27:21,5512.36,936,/C/
A138,2022-08-24 15:34:59,9689.11,520,/A/
A172,2024-02-11 14:13:05,4724.79,89,/B/
723,2024-04-19 18:54:53,522.91,67,fries
47,2022-10-26 21:28:45,6256.97,890,fries
A168,2023-06-17 01:42:14,2123.44,A42,9573009746
A187,2023-08-14 06:47:58,7902.39,135,/B/
A154,2023-10-09 18:15:30,5203.48,554,/A/
A44,2023-09-03 16:54:32,8997.63,82,/B/
A206,2023-09-23 06:17:58,3707.68,A159,5334956924
A116,2024-02-17 10:45:28,129.18,529,/C/
A287,2023-06-24 19:10:39,3396.74,979,/B/
A135,2023-05-12 06:31:46,9093.3,A216,8480852282
A247,2024-02-21 16:51:24,3013.55,300,/C/
194,2024-03-14 16:09:22,7937.47,145,beers
169,2023-07-03 07:07:49,4123.28,965,fries
A330,2023-05-07 18:38:33,6238.58,A85,5995511406
A140,2023-11-08 22:40:05,5221.98,A386,0006794719
A78,2023-03-26 12:55:30,6102.88,35,/C/
A35,2022-09-18 11:53:43,9831.81,772,/A/
A352,2022-12-09 09:07:33,8512.81,928,/C/
A268,2024-04-10 15:09:18,8789.62,191,/C/
A179,2023-08-16 15:26:51,470.15,380,/C/
118,2023-06-12 18:03:16,3912.95,895,payback
A336,2023-03-08 22:17:13,7077.32,A3,3970970492
A8,2023-02-05 03:59:49,1736.88,A169,6121999752
A129,2023-07-13 15:54:11,3632.38,496,/C/
A274,2022-08-25 04:02:41,611.11,553,/A/
927,2024-01-31 17:46:24,3642.05,940,payback
A149,2023-08-23 19:05:03,7999.84,278,/B/
A191,2024-02-26 05:03:15,1277.77,100,/A/
A62,2022-06-29 01:28:17,6978.02,878,/A/
A209,2024-04-03 19:29:28,204.18,642,/B/
A165,2022-07-29 13:07:49,7002.03,5,/C/
A246,2023-05-20 08:05:17,5693.95,A20,1943058471
906,2023-01-14 19:29:41,4005.13,284,bonus
A55,2023-03-25 05:22:14,1202.97,865,/A/
A50,2024-03-19 14:14:53,9511.81,A356,2403601278
A3,2023-04-26 15:42:55,1813.68,612,/A/
A24,2024-04-17 13:44:10,4909.49,168,/C/
A5,2023-10-06 01:47:18,8290.41,134,/C/
A355,2023-05-19 18:28:36,4028.59,A166,6887955299
58,2024-05-09 00:22:47,944.46,838,savings
A306,2023-01-13 23:53:22,1363.64,68,/B/
440,2022-11-11 03:54:52,6001.42,492,rent
145,2024-02-19 01:57:28,5317.23,235,payback
A68,2022-11-16 21:27:22,4577.96,862,/B/
197,2022-07-30 03:53:31,68.31,695,bonus
A25,2023-10-02 22:08:39,329.51,A44,7047640038
A25,2023-07-08 21:34:57,929.12,A193,0326124433
A158,2022-07-16 00:32:40,9444.16,863,/C/
A178,2024-01-25 10:40:00,9338.37,429,/C/
A292,2023-06-05 19:36:53,5151.8,442,/C/
A116,2022-08-25 22:55:37,1651.8,A131,7072462599
A300,2023-09-10 07:23:54,5824.41,529,/C/
806,2022-08-05 13:25:47,4269.53,430,beers
A173,2024-04-25 22:34:55,8550.95,A339,5067282360
A173,2023-01-20 01:37:38,5225.9,978,/A/
A109,2023-04-28 21:34:10,1902.53,607,/A/
A310,2023-11-25 22:22:50,5943.66,A265,6277028748
A300,2022-12-08 18:02:00,7679.54,A392,2823131979
A49,2023-04-20 10:48:28,6111.56,140,/A/
A323,2024-04-02 21:11:45,622.18,358,/C/
A99,2023-07-30 16:46:35,3476.72,A102,5174964684
A252,2024-04-13 15:03:23,6291.19,107,/C/
A234,2022-08-02 01:27:22,6031.02,903,/A/
232,2023-10-18 19:42:44,3039.22,674,fries
A313,2023-05-15 12:11:24,9798.69,A191,1617240539
A231,2023-11-11 22:57:42,2518.51,149,/C/
64,2023-06-15 09:15:50,1935.56,231,beers
A396,2022-07-13 13:31:17,9472.75,A104,6143456486
A332,2024-03-07 02:00:13,4946.57,982,/A/
A303,2022-07-28 13:32:45,3404.43,A191,7303341604
395,2024-05-27 13:18:15,8568.71,171,payback
A247,2022-06-22 16:36:05,507.25,34,/C/
A20,2024-03-05 11:55:06,3410.1,78,/B/
A162,2023-03-17 14:19:13,1395.5,372,/C/
A88,2023-07-28 19:53:21,9711.75,414,/A/
A28,2023-04-16 07:14:40,3666.42,A398,5701363249
A277,2023-11-04 11:12:40,2264.99,643,/C/
A360,2023-10-31 14:27:43,7407.34,A169,7159669914
135,2023-09-19 01:09:46,5868.16,349,rent
A41,2023-09-14 00:48:16,2614.32,410,/A/
220,2023-05-18 01:29:39,4784.8,187,savings
A142,2022-08-11 07:32:17,8739.55,814,/B/
A279,2023-11-30 01:05:04,1080.75,327,/B/
A373,2023-01-09 00:01:38,2407.66,A8,6906613121
A298,2022-12-04 19:05:43,8036.69,569,/C/
A131,2023-02-01 22:47:14,4578.26,427,/C/
A266,2023-09-01 20:32:39,3790.68,242,/B/
388,2022-12-15 09:39:53,1022.97,81,beers
869,2022-12-07 03:07:51,7271.92,194,bonus
A219,2022-09-06 15:27:41,8141.14,730,/A/
A70,2024-03-26 13:46:25,781.14,402,/A/
A389,2024-04-16 09:28:45,2057.9,A99,0906582283
A3,2023-09-03 20:01:23,8584.43,6,/C/
A198,2023-09-03 04:14:26,8007.93,227,/B/
A42,2023-08-30 15:09:44,9124.83,566,/B/
A184,2022-09-11 11:31:24,9441.5,A163,9616891490
567,2022-07-05 23:16:01,6931.93,612,payback
A396,2023-07-19 22:16:01,9595.1,129,/A/
A14,2024-02-19 11:26:23,1714.62,206,/C/
A284,2022-09-17 06:49:55,6275.25,A361,2736365675
392,2023-09-26 02:29:24,4028.71,361,bonus
A304,2022-08-24 20:22:14,1800.48,953,/B/
A79,2022-12-01 17:43:25,5541.16,166,/B/
A163,2022-11-13 16:17:52,6522.76,7,/C/
431,2024-04-15 08:54:40,3030.85,988,bonus
911,2024-03-26 07:27:43,7959.5,390,savings
A358,2023-07-12 17:27:10,337.11,427,/A/
A320,2022-09-06 11:54:03,6705.92,908,/C/
819,2023-11-24 07:57:33,5033.75,729,bonus
A156,2023-04-11 22:30:26,8893.8,630,/C/
814,2022-07-14 08:15:01,721.44,366,payback
A153,2023-02-28 10:47:11,8501.23,A303,1441686052
A226,2022-09-03 23:54:47,3547.94,225,/C/
A310,2024-04-15 00:27:26,6737.16,A290,8503083892
A364,2023-02-19 12:35:23,2603.73,594,/C/
A31,2022-09-20 07:44:39,9859.36,A5,9154221843
A82,2024-02-22 22:29:00,6928.43,215,/C/
A3,2022-12-30 09:57:03,9382.66,482,/B/
A257,2023-10-27 20:52:51,8841.7,474,/B/
A180,2023-10-22 07:52:26,8492.52,192,/B/
A327,2023-09-16 05:51:16,7927.88,7,/A/
A343,2022-08-20 22:10:44,553.24,979,/B/
582,2023-12-28 06:31:45,6493.64,644,rent
A330,2023-12-22 02:54:14,1471.35,381,/B/
A338,2022-07-04 14:29:36,1902.67,383,/C/
166,2023-08-16 23:40:36,4574.79,553,rent
A202,2023-05-23 04:44:26,3022.18,419,/B/
A152,2023-07-21 21:17:44,2948.93,619,/A/
A56,2023-09-21 01:07:42,1344.6,A193,4998742701
631,2022-10-24 22:34:05,7000.96,476,fries
A115,2023-08-06 13:27:50,1569.29,891,/C/
A257,2022-07-19 21:07:30,8142.92,A351,5879806665
A136,2022-08-27 15:17:37,3193.55,528,/C/
A115,2023-09-05 20:57:53,9919.43,32,/A/
A283,2022-07-10 11:02:13,2834.17,A219,7304000953
A331,2024-05-12 23:00:34,3752.26,446,/B/
A96,2023-04-22 21:58:04,1994.09,618,/A/
A396,2023-05-13 22:50:06,4133.07,A252,6128844142
A333,2024-06-01 06:20:26,3679.5,A119,6028690887
A254,2023-01-14 02:43:56,4800.23,544,/B/
382,2022-12-06 23:48:05,1991.32,607,bonus
A150,2022-07-15 19:57:49,7842.14,420,/A/
178,2022-09-07 03:23:51,9740.24,513,fries
235,2022-10-30 02:51:00,3701.94,359,savings
A393,2023-05-19 00:43:58,3088.18,436,/A/
A219,2022-08-09 12:37:46,9391.27,A209,5273596552
A261,2023-04-14 21:28:54,5300.63,A24,0176966671
A344,2023-04-05 09:27:34,3208.32,645,/A/
A325,2023-11-13 06:26:15,8903.98,766,/B/
373,2022-07-21 21:13:13,8893.6,587,beers
460,2023-04-07 09:40:21,3416.17,944,payback
663,2023-09-13 09:48:56,4588.48,941,savings
A288,2024-01-19 21:12:48,3807.52,A25,0027313726
72,2022-07-10 18:43:22,7538.86,1000,beers
A161,2022-07-17 06:46:31,9689.36,A288,5799252340
A354,2024-01-15 13:38:39,1814.94,86,/A/
950,2024-05-12 19:14:19,6019.91,61,savings
905,2022-12-27 14:53:13,2862.67,836,savings
A225,2023-03-02 22:03:25,6247.51,468,/C/
A132,2024-05-29 03:29:13,5780.56,A233,7492050318
A248,2023-06-06 13:51:56,7591.18,887,/A/
A387,2022-08-17 00:52:20,3774.56,677,/C/
A90,2023-08-09 10:26:17,9342.1,108,/C/
A354,2023-07-29 12:46:40,7400.36,439,/C/
A366,2023-01-01 00:41:39,7582.68,A379,7108669479
A283,2024-03-02 00:24:59,2475.2,727,/C/
A285,2023-04-01 13:45:30,551.83,201,/C/
A238,2023-03-25 00:14:52,1404.29,983,/C/
A241,2024-06-12 07:53:00,1027.31,536,/C/
A345,2022-09-20 12:39:47,7988.66,179,/B/
443,2023-08-14 05:56:28,7555.68,920,payback
A101,2023-02-24 02:44:04,3.0,31,/C/
A177,2024-05-11 21:49:25,252.94,A50,2979916716
A247,2023-11-15 04:50:42,751.78,958,/A/
694,2024-03-02 11:56:20,1024.86,988,rent
A362,2023-04-22 05:11:35,977.18,A228,3552784512
A361,2023-06-13 04:20:16,4430.76,64,/A/
674,2023-08-10 05:29:54,3703.66,719,beers
A358,2023-08-02 23:36:24,6708.16,548,/A/
A315,2023-05-31 11:16:58,3085.43,693,/C/
A345,2022-12-29 00:51:55,4461.09,475,/C/
A312,2023-10-03 23:41:39,6506.53,752,/B/
A387,2023-07-06 18:39:46,1093.68,396,/B/
A350,2023-04-18 15:36:48,5928.01,736,/C/
A260,2023-10-06 05:53:14,5176.66,A223,8476259967
795,2024-05-19 12:18:43,1654.95,254,beers
A198,2022-07-22 22:41:38,3060.57,A333,1789177102
A249,2022-07-09 07:09:49,605.63,547,/B/
A64,2024-05-05 02:12:13,2584.62,555,/C/
A232,2023-05-07 20:58:06,6847.45,276,/B/
A289,2023-11-18 00:32:15,780.31,585,/A/
412,2022-10-26 07:14:33,5268.0,527,bonus
A276,2023-05-02 23:50:44,5343.78,A212,3824698716
783,2022-07-03 11:31:22,5339.01,358,rent
229,2022-08-01 18:09:49,8683.48,87,beers
A349,2023-09-27 00:44:45,4849.14,480,/A/
A66,2023-06-30 10:14:37,795.88,815,/C/
622,2024-06-21 16:54:34,863.09,946,rent
A99,2022-09-25 11:32:31,2787.75,A208,1291516394
A348,2023-12-09 02:18:09,3404.29,A83,8589130898
A383,2023-07-11 21:43:33,8473.49,509,/C/
A52,2022-12-21 08:42:33,9836.56,803,/A/
A360,2023-04-25 16:21:00,8497.4,334,/C/
A229,2023-07-15 13:42:39,6651.07,146,/B/
A380,2023-05-07 13:17:52,9621.77,215,/B/
A28,2023-09-26 17:26:36,2349.34,A367,6741671239
A314,2023-08-31 14:13:33,5243.31,A53,3997968878
A254,2022-11-09 21:13:52,6171.03,A91,4372436752
A372,2022-07-26 15:39:09,2028.03,375,/B/
478,2024-04-29 09:18:43,2418.78,102,rent
A353,2022-08-21 07:54:36,6640.3,956,/C/
A227,2024-05-02 00:22:45,6816.54,195,/A/
A379,2024-01-21 01:28:00,8227.02,427,/A/
A326,2023-07-24 05:42:33,7817.46,935,/C/
A171,2023-01-24 18:13:56,92.26,144,/B/
A295,2022-09-01 21:29:21,4975.51,A192,3530772187
A340,2022-11-23 01:42:57,1063.03,200,/B/
A331,2024-04-15 16:06:15,3132.81,A250,8483997413
125,2024-01-16 01:12:56,3637.72,829,fries
697,2024-03-31 21:36:43,1302.86,932,bonus
A307,2022-09-07 08:15:25,4074.43,A86,9783701247
A31,2023-10-29 11:03:49,9990.18,858,/A/
A115,2023-02-10 15:07:24,476.75,521,/A/
220,2023-11-10 13:35:57,6477.85,225,rent
A302,2023-01-08 15:08:56,809.8,992,/B/
A240,2024-02-20 13:54:54,9045.0,661,/B/
A174,2022-07-06 15:23:52,8339.97,A89,7696624282
A224,2022-07-08 01:21:38,2023.98,A206,3788313066
A73,2023-09-28 20:33:29,4840.09,648,/A/
A273,2022-09-06 11:57:37,6932.92,419,/C/
A115,2022-11-20 12:34:20,5643.66,A103,8364548273
A186,2023-03-22 11:39:41,6321.16,264,/C/
A334,2024-05-20 17:35:41,8284.28,101,/B/
A143,2024-04-01 13:03:39,3976.53,A289,8710829682
A160,2022-11-19 11:33:14,6191.85,A333,5909472155
A73,2023-02-01 15:45:32,3761.81,A357,5258885821
673,2022-08-24 04:00:18,9077.49,295,rent
A109,2024-04-28 03:29:28,1433.62,513,/A/
A341,2023-11-13 14:56:43,2502.49,A129,9098731331
157,2023-02-16 11:41:49,6633.36,686,bonus
A213,2023-10-21 21:49:27,9970.29,A398,8096348936
589,2024-01-03 07:12:00,9916.01,925,bonus
A359,2024-04-28 11:48:44,3729.2,A343,5701727853
A294,2023-05-15 10:25:50,9837.83,751,/C/
476,2023-09-22 20:34:56,7111.41,268,fries
A356,2022-08-24 09:18:07,7845.79,828,/B/
A221,2022-12-15 18:09:29,2123.82,273,/A/
A72,2024-01-31 05:55:13,2511.95,547,/B/
A3,2023-05-21 20:35:36,2815.89,118,/C/
A42,2023-03-11 10:29:49,8895.18,A9,1290021079
A125,2023-03-11 12:42:51,4170.28,950,/B/
A1,2022-09-26 15:57:30,3925.57,136,/A/
13,2023-05-16 12:26:00,3347.61,989,payback
A101,2024-06-13 13:45:27,7827.49,A95,8212528552
26,2023-05-18 13:48:40,7451.28,939,beers
A257,2023-12-07 05:03:04,7812.6,75,/A/
A69,2023-03-02 03:29:56,3353.26,A284,3388285578
489,2023-06-01 12:15:10,8138.33,631,savings
A374,2024-03-09 06:21:59,7111.56,55,/A/
854,2024-04-19 03:25:08,9382.89,822,bonus
A268,2023-02-07 07:43:31,5772.7,A348,6000004683
A74,2024-01-07 07:46:46,3592.43,727,/B/
A49,2022-08-13 10:13:31,8675.45,A330,5076523357
A58,2022-10-18 03:50:52,463.53,A297,1650929806
A179,2023-05-15 12:13:20,8338.8,956,/A/
A230,2024-02-18 12:33:37,3505.47,949,/A/
A78,2023-06-05 11:40:58,942.79,713,/B/
A373,2023-05-16 18:12:10,2761.1,117,/A/
A395,2023-08-31 19:01:47,9346.45,434,/C/
A214,2023-02-22 16:01:06,7704.13,A137,2495476719
A71,2023-10-26 18:20:20,1512.02,845,/B/
A394,2022-08-19 23:33:43,4540.73,927,/A/
A375,2022-09-09 13:55:23,1656.84,687,/A/
A178,2022-06-28 10:05:09,6859.07,558,/C/
868,2023-07-19 06:22:40,7771.01,511,savings
A66,2023-07-14 09:37:00,962.72,600,/C/
A245,2024-01-24 16:14:21,1299.26,0,/B/
A398,2023-04-24 08:16:38,6648.36,936,/A/
A203,2023-04-18 07:01:18,6455.47,107,/A/
A43,2022-12-15 20:33:50,7631.78,117,/A/
A237,2022-11-02 12:47:11,2162.42,A307,2814802298
A380,2023-12-05 13:07:18,1969.5,A173,8747441240
A273,2022-07-25 05:47:06,2799.98,265,/A/
540,2023-08-19 09:08:51,7131.52,976,fries
A264,2024-02-03 08:27:46,8431.42,A121,3511582702
A360,2023-09-06 00:26:23,2552.12,759,/B/
A189,2022-10-25 15:34:49,1653.86,577,/A/
289,2023-09-30 14:31:47,2199.43,430,beers
218,2024-05-15 02:58:11,7079.42,175,rent
631,2024-06-02 10:41:24,750.06,779,bonus
69,2022-11-09 17:10:13,4814.12,893,rent
A76,2022-08-18 09:33:56,4949.23,A337,3963190107
A79,2023-01-27 09:05:53,6327.79,240,/B/
A192,2024-04-12 06:18:51,8964.54,354,/B/
A88,2022-08-26 20:04:05,4613.72,A112,0167430212
A224,2023-08-03 11:42:24,9860.33,A207,3267395894
A79,2023-01-23 04:27:25,5134.25,A267,6464126630
A211,2024-04-30 02:49:14,3377.11,A259,3282331777
A222,2022-09-27 20:17:24,8648.15,760,/B/
A329,2023-03-01 21:16:28,7507.57,A122,3546817557
A164,2024-04-17 04:05:15,9292.25,568,/B/
48,2023-12-24 17:09:32,6497.64,390,savings
A194,2023-03-21 22:10:57,5064.63,387,/A/
A200,2023-05-11 19:10:58,5946.11,667,/C/
A14,2023-10-10 16:14:30,7283.3,A248,5663862338
A39,2024-04-14 10:17:19,5526.76,788,/A/
A37,2022-12-29 08:03:55,6630.72,478,/C/
548,2022-10-02 21:04:27,9356.26,852,rent
A141,2023-05-21 23:11:00,9376.12,620,/B/
428,2024-04-16 14:13:11,4153.04,54,beers
A360,2024-01-10 06:11:28,3162.29,185,/A/
A13,2024-01-10 09:37:28,6796.37,A79,5557817946
682,2024-05-31 09:56:09,1932.02,625,bonus
A143,2023-01-20 11:12:16,1171.25,676,/B/
465,2022-11-14 07:44:33,4566.38,937,rent
208,2022-12-29 01:21:26,6521.67,477,bonus
A206,2023-05-23 14:05:27,9494.26,898,/C/
634,2024-06-02 01:34:38,9223.35,940,rent
A95,2022-07-15 06:24:05,9960.95,284,/B/
844,2022-11-22 00:15:14,6373.78,414,beers
776,2023-05-27 09:57:44,7400.05,311,fries
A219,2023-11-25 18:59:58,8681.06,892,/C/
A140,2023-04-17 20:29:44,6507.61,590,/B/
814,2023-06-28 07:45:38,2755.1,619,payback
A282,2023-09-28 08:46:45,3575.56,235,/C/
A136,2022-06-30 17:15:48,3850.84,A260,3182118148
A17,2022-08-05 20:31:54,9017.15,998,/B/
575,2023-10-02 10:32:14,1047.99,448,payback
A128,2022-11-12 20:52:59,5856.54,259,/C/
A144,2022-07-22 13:57:24,8859.04,23,/B/
752,2023-03-10 20:58:32,7058.13,873,payback
A159,2024-06-16 04:41:41,5607.57,A241,9222978309
A43,2023-04-13 07:18:57,9660.1,A229,9229398908
A385,2024-02-01 00:13:49,3519.68,A178,3277770550
A108,2022-07-27 22:44:50,9151.48,A239,1819624766
A363,2023-10-08 21:33:13,6817.93,604,/A/
A103,2023-06-07 07:57:15,3385.08,273,/C/
A183,2023-05-02 02:55:03,6508.31,953,/B/
A168,2023-10-07 01:34:16,2515.99,A40,0159845554
A213,2023-07-24 20:19:46,3344.11,139,/A/
A36,2022-08-14 13:26:21,1751.75,466,/C/
A355,2023-11-26 21:01:14,981.57,997,/C/
A7,2023-09-17 05:02:16,9925.23,A54,8643571617
148,2024-01-04 10:51:50,149.54,614,savings
A256,2022-11-28 10:44:16,7696.03,946,/A/
A69,2022-10-27 06:42:04,552.66,A294,4554697261
A138,2024-06-04 11:06:18,2643.92,315,/C/
A317,2022-12-14 22:17:36,2112.09,A131,1757230896
A72,2023-03-16 13:16:39,670.39,656,/B/
289,2023-02-10 17:51:23,9090.66,281,savings
A395,2023-05-10 20:02:28,3483.41,A186,1737234238
A280,2024-01-20 11:58:05,1472.01,626,/A/
A175,2024-04-26 14:17:19,3336.73,566,/B/
A368,2023-04-06 16:12:00,4318.38,813,/A/
A209,2022-10-29 08:34:18,4820.77,717,/C/
A271,2022-09-14 17:36:09,7881.34,483,/B/
A331,2023-07-31 11:22:52,8933.58,157,/C/
A314,2024-06-01 10:31:16,9709.98,286,/A/
A126,2022-12-21 08:59:35,4800.83,A382,5918158084
A347,2022-12-10 22:55:35,5890.23,824,/C/
281,2024-02-28 11:40:43,5899.48,502,savings
A322,2023-02-20 01:45:34,6287.44,165,/B/
A239,2024-02-09 11:04:17,2253.69,133,/B/
A209,2022-12-29 12:06:33,5507.38,A98,5922169337
982,2024-03-16 02:04:44,3594.65,653,beers
A43,2024-05-21 17:55:12,4062.58,A137,3269953768
A351,2023-02-14 02:55:08,5400.12,157,/B/
A379,2023-06-03 22:58:34,544.54,700,/A/
984,2024-03-06 23:52:59,6033.34,272,fries
A87,2024-04-10 11:21:07,7879.12,880,/A/
760,2023-04-17 21:24:03,5822.42,293,savings
A132,2023-03-28 05:27:29,206.2,644,/C/
A310,2023-05-01 10:24:13,9880.02,622,/C/
A45,2023-10-12 16:14:56,1922.26,A301,2649928982
A233,2022-10-20 09:24:01,8795.9,257,/B/
A184,2022-11-09 07:27:49,6192.87,625,/C/
A203,2023-01-15 07:54:02,5083.39,494,/A/
A65,2022-07-07 09:10:45,8502.15,757,/A/
A57,2023-06-14 18:21:42,1072.35,A294,6187200102
A240,2024-06-07 02:41:02,5993.59,112,/C/
A353,2023-11-11 02:16:18,1369.93,633,/A/
311,2023-05-20 19:09:28,5802.53,270,savings
A177,2023-01-28 23:53:47,7482.42,22,/B/
A388,2024-04-08 10:18:46,3664.1,898,/B/
73,2024-02-04 02:45:33,4036.39,726,beers
A65,2024-06-15 17:41:04,9322.27,A130,7141167396
A175,2024-05-31 08:31:39,7133.73,44,/B/
A222,2023-05-21 14:06:11,4991.88,82,/B/
783,2022-08-15 01:23:07,9974.39,710,rent
A233,2022-11-11 15:52:52,9849.65,796,/B/
A373,2023-04-02 19:59:38,3804.52,A293,6939110989
A279,2023-10-23 11:13:26,6917.51,A101,9739527367
A98,2023-09-24 12:29:02,3001.77,46,/C/
366,2024-02-05 13:20:34,2702.21,0,bonus
A380,2023-09-17 12:10:04,4550.47,281,/A/
A136,2024-01-03 16:19:26,8249.64,194,/C/
A227,2023-09-02 21:41:34,2278.56,811,/A/
A373,2024-01-19 14:05:43,5840.67,A367,0713659106
A105,2024-01-24 11:11:24,1049.39,340,/B/
446,2023-09-11 00:37:01,2596.13,890,payback
A144,2023-03-02 12:02:05,7057.11,A240,1079235955
464,2022-08-10 06:02:42,1191.08,169,bonus
A336,2022-09-30 00:14:16,7108.38,A365,5702789292
A158,2024-01-21 19:05:06,9615.97,466,/B/
A266,2022-09-29 17:52:21,1298.62,A319,8992428031
44,2023-11-03 09:54:35,6456.78,891,fries
524,2023-02-20 10:10:47,7586.97,295,savings
A228,2024-04-14 08:33:17,9463.91,356,/C/
A214,2023-03-22 20:49:03,9246.61,991,/B/
A112,2023-07-22 02:16:16,5693.5,526,/C/
A344,2023-08-18 22:45:13,6266.67,A230,8885882818
A202,2023-10-15 08:33:18,5565.14,A197,7271850814
A178,2022-06-26 20:07:39,4236.68,772,/C/
865,2022-08-04 20:38:51,554.0,15,bonus
A303,2022-12-01 12:54:59,6370.53,78,/B/
A331,2024-03-10 22:15:51,2060.77,605,/A/
A280,2023-05-17 06:19:55,6416.37,168,/C/
A38,2022-12-23 05:11:30,5247.95,A271,6243801180
738,2023-06-07 20:05:43,7117.12,199,fries
A202,2024-01-02 17:46:12,5277.83,343,/A/
36,2023-05-15 02:24:23,2037.86,397,fries
A195,2022-08-14 21:00:13,7715.79,A208,5575184238
A44,2023-12-11 05:23:08,7668.11,314,/C/
A207,2023-06-18 04:20:03,230.63,414,/B/
771,2024-06-19 13:27:20,2421.23,728,beers
556,2023-09-24 18:01:57,1302.75,112,savings
954,2024-05-06 04:23:20,48.54,131,beers
A245,2023-07-12 07:02:24,2072.84,727,/B/
595,2022-07-30 15:45:11,5820.78,270,bonus
A186,2024-05-25 01:26:47,9686.76,826,/B/
A302,2022-12-05 02:16:09,9006.61,A181,2224986794
A6,2024-03-03 19:46:36,1600.46,370,/C/
A290,2024-03-22 14:03:26,5052.81,922,/A/
480,2023-01-07 08:39:23,7858.3,795,bonus
A62,2023-03-02 04:25:12,8845.17,237,/A/
A341,2023-09-28 09:37:37,6435.22,246,/C/
235,2022-09-14 19:50:30,4849.85,155,payback
968,2023-05-06 14:14:41,4723.88,170,payback
A365,2023-04-21 16:27:58,8080.51,A154,0226808146
A397,2024-03-01 11:48:25,7497.54,A127,5506665407
247,2023-08-15 18:55:59,5885.61,788,fries
A14,2022-12-15 02:23:48,8292.11,342,/B/
A62,2023-02-10 16:48:23,6279.52,A400,3272356625
217,2023-10-13 14:01:49,4608.42,189,fries
A377,2024-02-07 00:52:22,680.08,388,/C/
A179,2024-03-23 05:10:16,2868.44,A201,5520133205
A377,2024-03-09 08:55:49,4896.6,A105,7194020712
A242,2024-03-14 22:42:11,4806.39,508,/A/
59,2022-10-04 05:48:59,6220.5,100,savings
399,2023-03-01 17:30:54,2535.07,43,payback
A381,2024-01-23 02:22:27,1419.26,A337,8219272657
A387,2024-03-25 22:10:39,3359.87,A187,2932767330
